,dt,temperatura_promedio,temperatura_maxima,incertidumbre
236,1986-01-01,8.833583333333332,14.51683333333333,0.085
237,1987-01-01,8.994416666666668,14.699833333333332,0.08516666666666667
238,1988-01-01,9.201583333333334,14.889999999999999,0.08008333333333334
239,1989-01-01,8.921999999999999,14.621499999999997,0.08800000000000001
240,1990-01-01,9.234166666666667,14.957666666666668,0.08633333333333333
241,1991-01-01,9.179416666666667,14.839583333333335,0.06208333333333335
242,1992-01-01,8.836583333333332,14.471333333333332,0.08333333333333333
243,1993-01-01,8.866583333333333,14.519750000000004,0.08133333333333333
244,1994-01-01,9.038749999999999,14.729249999999999,0.07091666666666667
245,1995-01-01,9.347083333333332,15.026416666666668,0.07641666666666666
246,1996-01-01,9.038916666666667,14.737249999999998,0.08474999999999999
247,1997-01-01,9.202583333333333,14.868,0.08858333333333335
248,1998-01-01,9.522666666666666,15.169416666666665,0.07391666666666667
249,1999-01-01,9.285083333333333,14.982750000000001,0.07924999999999999
250,2000-01-01,9.201166666666667,14.898833333333329,0.0835
251,2001-01-01,9.414583333333335,15.15916666666667,0.08741666666666664
252,2002-01-01,9.570416666666667,15.31233333333333,0.07241666666666667
253,2003-01-01,9.525583333333334,15.249333333333334,0.09066666666666666
254,2004-01-01,9.324583333333333,15.017999999999999,0.08341666666666665
255,2005-01-01,9.700916666666666,15.349833333333335,0.07516666666666667
256,2006-01-01,9.532499999999999,15.262000000000002,0.08999999999999998
257,2007-01-01,9.732166666666664,15.533083333333332,0.08949999999999998
258,2008-01-01,9.431750000000001,15.19175,0.07891666666666665
259,2009-01-01,9.505250000000002,15.266583333333335,0.08591666666666666
260,2010-01-01,9.703083333333332,15.449,0.08341666666666668
261,2011-01-01,9.516,15.284833333333333,0.08199999999999999
262,2012-01-01,9.507333333333333,15.332833333333333,0.08341666666666665
263,2013-01-01,9.606499999999999,15.373833333333335,0.09766666666666667
264,2014-01-01,9.570666666666666,15.313583333333334,0.09016666666666666
265,2015-01-01,9.830999999999998,15.572666666666665,0.09216666666666667
